p,ARG1,PCA1,ARG2,PCA2
100,0.4654768530024997,0.6807985472633376,0.999951237278059,1.0584426266139524
200,0.39597747138075506,0.6449903780661664,0.8618065566433458,0.9431531557744135
500,0.3613684073733442,0.6351381772990983,0.7662710520880218,0.8523964695468554
1000,0.3525342471077532,0.6265364750086938,0.7626303208038572,0.8468240904577713
2000,0.3489755227283038,0.6245336032856348,0.7387178614642279,0.8187327824047215
